headline,press,created_at,relation,prosorcons
"“배터리 제조사 자발적 공개”…정부 전기차 대책, 일단 권고만",한겨레,2024.08.13.,1,n
영남대 등 대학생 4명 대구 다이캐스트 모형자동차 전시회 개최,매일신문,2024.08.13.,1,y
"면허 없어도 대여 OK? 난무하는 어린이 PM 탑승, 사고 부추긴다",매일신문,2024.08.13.,2,y
전기차 공포에 ‘전고체 배터리’ 주목…2027년이 구매 적기?,경향신문,2024.08.13.,1,w
"현대차·기아, 전기차 '무상 점검' 실시…절연저항 등 9개 항목 검사",전자신문,2024.08.13.,2,w
"車반도체 시장, 잠시 주춤해도 간다…삼성·SK 전략은",이데일리,2024.08.13.,2,n
"美국방부, 블랙리스트서 中허사이 돌연 제외…왜?",이데일리,2024.08.13.,2,w
"잇따른 제조사 공개… ""근본적 대책 필요""",디지털타임스,2024.08.13.,2,w
"삼성D·LGD ""디스플레이 시장 성장, OLED가 이끌 것""",머니투데이,2024.08.13.,2,y
"美대선 앞두고 긴장하는 재계...""플랜A, B 모두 대비해야""",머니투데이,2024.08.13.,2,w
美 대선 후보 '에너지·법인세' 정책 극명히 엇갈려,전자신문,2024.08.13.,2,y
2자녀 가구도 자동차 취득세 50%↓…지방 주택 구매시 혜택 확대,머니투데이,2024.08.13.,1,n
"현대차, KT 1대주주 공익성심사 이달말 결론",전자신문,2024.08.13.,1,y
"쿠팡, 택배 노동자 위해 업계 최초 '이것' 도입",이데일리,2024.08.13.,2,y
양구 노후 경유차 조기 폐차 지원,강원일보,2024.08.13.,1,y
美 공급망 재편성·경제 우려에… 中 2분기 외인투자 150억달러↓,문화일보,2024.08.13.,2,y
미국 제재에도… ‘반도체 굴기’ 가속페달 밟는 중국[대한민국 ABC가 위...,문화일보,2024.08.13.,2,y
보조금 통했다… 경북 유턴기업 전국 최다,문화일보,2024.08.13.,2,y
"구자근 의원, 전기차 화재 대책 법안 대표발의",매일신문,2024.08.13.,1,y
"벤츠, 배터리 제조사 공개",헤럴드경제,2024.08.13.,1,y
국제유가·환율 상승 영향… 7월 수출입 물가 두달째 ↑,문화일보,2024.08.13.,2,y
"‘반영구적’ 전자종이 출입증… 현대차, 국내최초 개발·도입",문화일보,2024.08.13.,1,y
현대차 ‘전자종이 비콘 출입증’ 첫 도입,헤럴드경제,2024.08.13.,1,y
"에너지연, 이차전지 하이브리드 전극소재 개발",헤럴드경제,2024.08.13.,2,y
"하나은행, AI 부동산 예측모델 개발…KAIST와 산학협력",전자신문,2024.08.13.,2,y
"“전기차 배터리 화재 막는다”...피엠그로우, 안전알림 서비스 'WattSafe...",전자신문,2024.08.13.,1,w
"[초동시각]큐텐그룹, 인형극의 결말",아시아경제,2024.08.13.,2,y
"충남경찰,광복절 폭주족 무관용 강력단속 예고",대전일보,2024.08.13.,2,y
"LCD에 인적정보 뜬다…현대차, 국내 최초 '전자종이 비콘 출입증' 도입",머니투데이,2024.08.13.,2,y
현대차 전자종이 비콘 출입증 도입,디지털타임스,2024.08.13.,1,y
"현대차, 국내 최초 전자종이 비콘 출입증 도입",아시아경제,2024.08.13.,1,y
"에이치시티, 스텔란티스 'FCA 전자파 시험소' 자격 획득",전자신문,2024.08.13.,1,y
[화요광장] 경계가 사라진 시대,대전일보,2024.08.13.,1,w
현대차 이어… 기아도 배터리 제조사 공개,세계일보,2024.08.13.,2,w
숲속 5성급 객실서 별밤 보고 힐링… 노원 수락산에 ‘자연휴양림’이...,서울신문,2024.08.13.,2,n
전기차 불안 해소될까… 배터리 제조사 공개·과충전 방지 논의,서울신문,2024.08.13.,1,n
"[사설]전기차 포비아 확산, 완벽 대책으로 산업 피해 막아야",이데일리,2024.08.13.,1,w
[관풍루] 파리 올림픽 대한민국 선수단 역대 최소 규모에도 최다 금메달...,매일신문,2024.08.13.,2,w
정주영 '상상 못할 일' 터졌다…손자 정의선에 닥친 숙제들,중앙일보,2024.08.13.,1,w
"이노션, 자동차 마케팅 전문가 유럽 법인 COO로 영입",국민일보,2024.08.13.,1,n
외풍에 흔들리지 않는 IPEF 공급망을 기대한다[기고/전윤종],동아일보,2024.08.13.,2,y
전기차 매뉴얼 “월 1회 100% 완충” 권고… 지자체는 “90% 넘으면 지하...,동아일보,2024.08.13.,2,w
"작년 하반기 하도급 대금 늑장정산, 한국타이어 가장 많아",동아일보,2024.08.13.,1,y
"대리기사, 사고이력 있어도 보험가입 가능해져",동아일보,2024.08.13.,2,y
“전기차 배터리 정보 공개땐 30만원 추가 보조금 지급 검토”,동아일보,2024.08.13.,1,w
"울산시, 이차전지산업 중심도시 ‘자리매김’",국민일보,2024.08.13.,2,w
"[경제시평] 초박빙 미 대선, 우리의 대응책은?",국민일보,2024.08.13.,2,n
"배터리 하나에 우왕좌왕, 관계부처 중구난방 처방… 컨트롤 타워 부재",국민일보,2024.08.13.,1,w
[조형래 칼럼] 전기차가 지구를 위한다는 착각,조선일보,2024.08.13.,1,w
"[사설] 커지는 전기차 포비아, 모든 배터리 제조사 정보 공개하라",한국일보,2024.08.13.,2,n
내수부진 발목에 강원 생산·소비 '침체 늪',강원도민일보,2024.08.13.,2,w
"“고령 운전, 면허 반납만 답 아냐”…미국·일본 보험사가 내놓은 묘수",중앙일보,2024.08.13.,2,n
[김범준의 옆집물리학]멈춰야 구르는 바퀴,경향신문,2024.08.14.,2,y
“나 서울대생 부모야”…‘서울대 가족’ 스티커 논란,경향신문,2024.08.14.,1,w
"한국 경제·문화·산업, 일본 제쳤다…광복 79주년 '추월' 통계 속속 발...",매일신문,2024.08.14.,2,y
독립운동가 ‘이규준 평전’ 펴냈다…후손 김창희 가족의 광복절 맞이,한겨레,2024.08.14.,2,w
성과 따라 갈렸다…반도체 경영진 보수 급감,한국경제,2024.08.14.,2,w
'전기차 화재 예방' TS 배터리 정보 자율등록제,파이낸셜뉴스,2024.08.14.,2,y
장기보험으로 체질개선 … 손보 상반기 실적 '역대급',매일경제,2024.08.14.,2,y
"""사업재편용 금융지원 확대하고…대기업 활용도 늘려야""",한국경제,2024.08.14.,2,n
접고 구부리고 손목에 차고…삼성·LG '新OLED' 대전,한국경제,2024.08.14.,1,w
"이번엔 구글 자율주행차…SK하이닉스, HBM 공급",한국경제,2024.08.14.,1,y
"대구중부소방서, 전기차 화재 예방 소방안전교육 실시",매일신문,2024.08.14.,2,y
"""어디에나 OLED""…K-디스플레이 기술 총집합",전자신문,2024.08.14.,2,n
전기차 화재위험 커졌는데…소방청 대응매뉴얼 '하세월',서울경제,2024.08.14.,1,w
"""구글카에 단독 공급"" SK하이닉스, HBM 무한확장",서울경제,2024.08.14.,2,y
"현대캐피탈, 온실가스 줄여 사회공헌 확대",서울경제,2024.08.14.,1,y
"지더블유캐드코리아, ZWCAD LM 2025 출시...제조 특화 기능 제공",전자신문,2024.08.14.,2,w
폭스바겐·아우디도 배터리 정보 공개… 테슬라는‘묵묵부답’,문화일보,2024.08.14.,2,n
"“인도의 미래, 하이데라바드에서 확인하라” [헤경이 만난 사람-레반스...",헤럴드경제,2024.08.14.,2,w
도 넘은 전기차 포비아[뉴스와 시각],문화일보,2024.08.14.,1,n
전력망法 제정은 화급한 민생 현안[포럼],문화일보,2024.08.14.,1,w
SK하이닉스 “구글 자율주행차에 HBM2E 단독 공급중”,헤럴드경제,2024.08.14.,2,y
중고차도 ‘전기차 포비아’ [이슈&뷰],헤럴드경제,2024.08.14.,2,n
美 소형 SUV 10대 중 4대는 ‘GM ’,헤럴드경제,2024.08.14.,1,y
롯데 이브이시스 전기차 완속 충전기 ‘KTC 인증’,헤럴드경제,2024.08.14.,2,y
전기차 브랜드보다 ‘국내산 배터리’ 중요성 커진다 [전기차 포비아],헤럴드경제,2024.08.14.,1,y
[사진기자의 사談진談/송은석]김정은의 고무보트와 마이바흐,동아일보,2024.08.14.,1,w
전기차 배터리 안전 알림 서비스 앱 나온다,부산일보,2024.08.14.,1,y
"원주시, 하반기 중소기업 육성자금 130억원 쏜다",전자신문,2024.08.14.,2,w
메달 보너스 146억 쏜다…'억소리' 나는 올림픽 포상금 1위 나라는,아시아경제,2024.08.14.,2,w
폭스바겐·아우디 전기차 전부 '국산 배터리' 탑재,서울경제,2024.08.14.,1,y
"정부, 전기차 안전기준에 배터리관리시스템 포함 검토",아시아경제,2024.08.14.,2,y
"[기후테크 열전(18)]""모든 도로를 전력망으로""…친환경 전력 공급하는 ...",아시아경제,2024.08.14.,1,y
[시시비비]'찻잔 속 태풍'된 배터리 제조사 공개,아시아경제,2024.08.14.,2,w
‘전기차 포비아’ 확산…배터리 식별번호 온라인 등록 급증,경향신문,2024.08.14.,1,w
벤츠 전기차 대부분 중국산 배터리… 최상위 트림에도 탑재 [뉴스 투데...,세계일보,2024.08.14.,1,n
반도체 투자에 들썩이는 체코의 시골 마을…EU도 경제안보 기대,아시아경제,2024.08.14.,2,n
슈가가 쏘아올린 `전동스쿠터` 논란…툭 하면 음주사고 `만연`,이데일리,2024.08.14.,2,w
"불난 EQE는 물론, 벤츠 최상위 전기차도 ‘中파라시스’",서울신문,2024.08.14.,1,n
버티던 벤츠까지 “중국산 배터리” 고백…전기차 회사들 얼마나 급했으...,한국일보,2024.08.14.,1,n
"한경협 “美 공화-민주, 경제정책 상반돼 민관합동 대비해야”",동아일보,2024.08.14.,2,w
[단독]‘車담대’에 예금도 담보로… 불황형 대출 내몰린 서민,동아일보,2024.08.14.,1,n
광역지자체 5곳 “청사내 전기차 지하충전시설 폐쇄”,동아일보,2024.08.14.,1,n
2자녀 가구도 車취득세 50% 감면,동아일보,2024.08.14.,1,y
광역지자체 5곳 “청사내 전기차 지하충전시설 폐쇄”,동아일보,2024.08.14.,1,w
싸우다 피멍들었나… 美中 제조업 심각한 타격,조선일보,2024.08.14.,2,n
버티던 벤츠도… 배터리 제조사 정보 뒤늦게 공개했다,조선일보,2024.08.14.,1,w
[강갑생의 바퀴와 날개] 2년 넘게 제자리걸음…‘오토바이 전면번호판’...,중앙일보,2024.08.14.,2,n
브레이크 회로도 '전체 제출' vs '영업비밀',강원도민일보,2024.08.14.,2,w
정부 “배터리 정보 공개 권고”… ‘전기차 포비아’ 꺼질까,국민일보,2024.08.14.,1,y
美 침체우려 완화,매일경제,2024.08.15.,2,w
중국산 배터리 화재 반사이익? 전기차 우려 지속 땐 모두 피해,한겨레,2024.08.15.,1,y
"‘안전성’ 강조하는 현대차·기아, ‘배터리 관리 시스템’ 공개",경향신문,2024.08.15.,1,y
"대기업 올 2분기 영업이익, 작년의 2배 넘는 59조원",경향신문,2024.08.15.,1,y
아이폰에서 삼성페이를?,경향신문,2024.08.15.,1,n
"현대차·기아 전기차, 배터리 실시간 감시…이상 발견 시 문자 통보",아시아경제,2024.08.15.,1,n
현대차그룹 모든 전기차에 화재 방지 BMS 적용한다,매일경제,2024.08.15.,1,n
"전기차 화재설비 설치 조례 추진, 市 대책 마련에도…실효성 의문(종합...",국제신문,2024.08.15.,1,w
전기차 '캐즘'에…7월 자동차 수출 9% 줄었다,한국경제,2024.08.15.,2,n
바이든 정부 IRA 2년…기업보다 가계에 돈 흘렀다,한국경제,2024.08.15.,1,w
"트럼프 ""수입품에 최대 20% 관세""",한국경제,2024.08.15.,1,y
실적 상관없는 韓기업 총수 연봉,디지털타임스,2024.08.15.,1,y
배터리 이상 땐 긴급 문자…현대차 '전기차 화재' 막는다,한국경제,2024.08.15.,1,w
"中·인도 타이어 수요 급증…효성·코오롱 ""바쁘다 바빠""",한국경제,2024.08.15.,2,y
"대구 기업 車부품 웃고, 2차전지 울고…서한, 건설 침체 속 선방",매일신문,2024.08.15.,2,w
"이경식 서울대 교수 ""수학적 최적화가 AI·미래산업 경쟁력 결정""",한국경제,2024.08.15.,1,y
"애플, 아이폰 간편결제 타사에 개방",한국경제,2024.08.15.,1,y
"이렇게나 아름다웠나, 심쿵하는 ‘부산의 얼굴’",국제신문,2024.08.15.,1,w
"""배터리 이상 시 자동 통보"" 현대차, 안전기술 강화",파이낸셜뉴스,2024.08.15.,2,n
"무림, 펄프단가 상승 올라타... 한솔, 환경사업 부진에 발목",파이낸셜뉴스,2024.08.15.,1,n
"지하서 쫓겨나는 전기차... 전문가는 ""소방시설 확충이 먼저""",파이낸셜뉴스,2024.08.15.,2,y
[김경민의 국제정치] 힘이 있어야 평화를 지킨다,파이낸셜뉴스,2024.08.15.,2,w
"국토부, 車제조사 영업배상 보험 가입 전수조사",매일경제,2024.08.15.,1,n
아이폰서도 다른 페이 쓴다 … 한국은 제외,매일경제,2024.08.15.,1,y
광복절 폭주족 단속 전국서 789건 적발,매일경제,2024.08.15.,1,n
"현대차 승부수 ""전기차 화재 원천 차단""",한국경제,2024.08.15.,1,n
광복절 '폭주족'은 없었지만… 난폭·음주운전 등 780여 건 적발,한국일보,2024.08.15.,1,w
AI 로봇기업 '씨메스'에 베팅한 SKT…수익 쏠쏠하네,서울경제,2024.08.15.,1,w
"日, 2분기 0.8% 성장…두 분기 만에 플러스",한국경제,2024.08.15.,1,w
"[매경데스크] 경쟁의 한계, 공존의 가치",매일경제,2024.08.15.,1,w
"""코스피 3100 갈 수도…성장주 비중 늘려야""",매일경제,2024.08.15.,2,y
"빅테크 몰리는 베트남, 첨단 반도체 생산허브 노려",서울경제,2024.08.15.,1,y
20세기 음악 역동성 보여준 최수열과 신창용,한국경제,2024.08.15.,2,y
2차전지 투자 몰리는 울산…전기차 거점도시 속도낸다,한국경제,2024.08.15.,1,n
"현대차그룹 배터리 책임지는 SK온, 하반기 실적개선 박차",머니투데이,2024.08.15.,2,w
애플 아이폰서 삼성페이 가능해질까... 일부 국가서 빗장 푼다,조선일보,2024.08.15.,1,n
美레버리지ETF 샀다가 코피 터지는 '욕심 개미',매일경제,2024.08.15.,1,n
"[人사이트]필립 비달 스트라드비젼 최고사업책임자 “완성차 SDV 전환, ...",전자신문,2024.08.15.,2,n
[리더스포럼] AI 혁명으로 닥쳐오는 에너지 해결책은?,전자신문,2024.08.15.,1,n
폭락장 뚫고 살아남은 헬스케어주... '세 가지'가 밀어 올렸다,한국일보,2024.08.15.,2,n
"현대모비스·서울반도체, 디플 전시회 첫 참석… ""자주 올 것 같다""",디지털타임스,2024.08.15.,2,n
"현대차·기아, 안전기술 `BMS` 공개… 전기車 배터리 화재 사건 `0` 도전...",디지털타임스,2024.08.15.,2,w
"애플 철옹성, 또 균열... 아이폰서 애플페이 아닌 간편결제도 지원한다",한국일보,2024.08.15.,1,w
애플페이 외 NFC 풀렸다,디지털타임스,2024.08.15.,2,y
원주시 올 하반기 中企 육성자금 오는 28일부터 신청,강원일보,2024.08.15.,2,y
한풀 꺾인 車수출 성장세…7월 9.1%↓,이데일리,2024.08.15.,2,y
지난달 자동차 수출 9% 감소…1~7월 누계로는 '역대 최대',국제신문,2024.08.15.,2,w
"자동차 통합 이력 조회·고향사랑기부, 민간앱으로 이용한다",머니투데이,2024.08.15.,2,y
"대구경찰청 '광복절 폭주' 단속으로 65명 검거, 대규모 집결 원천차단",매일신문,2024.08.15.,2,w
"한온시스템, 해킹으로 임직원·가족·입사지원자 개인정보 노출…이번이...",전자신문,2024.08.15.,2,w
[팩트체크]중국산이 더 위험?…배터리 정보공개는 양날의 검,아시아경제,2024.08.15.,1,w
"애플, 결제용 NFC 외부 개방…한국만 빠져",서울경제,2024.08.15.,2,y
"연중 꽃 피는 화려한 첨성대, 보는 재미 넘치는 경주박물관",부산일보,2024.08.15.,1,y
숭고한 독립정신 위로 흐르는 하늘 별무리,국민일보,2024.08.15.,1,n
‘마더 머신’ 초정밀부품 제작… 납품하던 일본 명문기업 삼켜,국민일보,2024.08.15.,1,y
"한국 진출 中지리차, SK온과 접점 늘려",국민일보,2024.08.15.,1,w
전기차 3대 중 2대 국산 배터리 썼다,국민일보,2024.08.15.,1,w
삼성·현대차가 안세영 사태에 분노?… 가짜뉴스 타깃 된 총수,국민일보,2024.08.15.,1,w
